Date,Average Temperature,Total Precipitation(in)
19640626,76.29166666666667,0
19640627,79.75,0.03
19640628,76.79166666666667,0
19640629,78.29166666666667,0
19640630,83.29166666666667,0
19640701,83.41666666666667,0
19640702,80.33333333333333,0.19999999999999998
19640703,80.54166666666667,0
19640704,76.70833333333333,0
19640705,73.16666666666667,0
19640706,76.91666666666667,0
19640707,78.20833333333333,0
19640708,71.95833333333333,0.7100000000000001
19640709,72.33333333333333,0
19640710,75.83333333333333,0
19640711,79.70833333333333,0
19640712,74.75,0.12000000000000001
19640713,76.125,0.09
19640714,78.75,0.17
19640715,80.83333333333333,0
19640716,80.375,0
19640717,82.08333333333333,0
19640718,78.41666666666667,0
19640719,79.75,0
19640720,78.33333333333333,0.17
19640721,78.125,0.37
19640722,78.04166666666667,0
19640723,79.66666666666667,0
19640724,75.16666666666667,0
19640725,69.79166666666667,0
19640726,72.04166666666667,0
19640727,77.33333333333333,0
19640728,79.91666666666667,0
19640729,83,0.04
19640730,79.16666666666667,0
19640731,73.375,0
19640801,71.58333333333333,0
19640802,76.5,0
19640803,70.33333333333333,1.2500000000000002
19640804,68.58333333333333,0
19640805,72.08333333333333,0
19640806,73.66666666666667,0
19640807,75.5,0
19640808,79.125,0
19640809,69.66666666666667,0
19640810,70.375,0
19640811,75.54166666666667,0
19640812,78.79166666666667,0
19640813,67.875,0
19640814,67,0
19640815,68.5,0
19640816,67.45833333333333,0.06
19640817,71.16666666666667,0.01
19640818,73.83333333333333,0
19640819,69.54166666666667,0
19640820,71,0
19640821,79.08333333333333,0
19640822,82,0
19640823,82.95833333333333,0
19640824,81.41666666666667,0
19640825,81,0
19640826,79.95833333333333,0
19640827,75.45833333333333,0
19640828,74.08333333333333,0
19640829,77.08333333333333,0
19640830,77.75,0.5700000000000001
19640831,78.375,0
19640901,75.25,0
19640902,71.91666666666667,0
19640903,71.75,0
19640904,77.875,0
19640905,80.125,0
19640906,72.625,0
19640907,72.91666666666667,0
19640908,73.16666666666667,0
19640909,75.375,0
19640910,76.5,0
19640911,81.54166666666667,0
19640912,67.08333333333333,0
19640913,55.791666666666664,0.33999999999999997
19640914,61.583333333333336,0
19640915,67.54166666666667,0
19640916,68.08333333333333,0
19640917,72.41666666666667,0
19640918,71.75,0
19640919,68.875,0.5800000000000001
19640920,64.375,0.04
19640921,65.375,0
19640922,66.375,0
19640923,72.375,0
19640924,73.20833333333333,0
19640925,63.875,0
19640926,63.416666666666664,0
19640927,67.375,0
19640928,57.833333333333336,0.33000000000000007
19640929,56.166666666666664,1.16
19640930,59.708333333333336,0.62
19641001,58.125,0.02
19641002,63.541666666666664,0.55
19641003,65.08333333333333,0
19641004,62.375,0.04
19641005,54.541666666666664,0
19641006,50.916666666666664,0
19641007,49.791666666666664,0
19641008,50.583333333333336,0
19641009,56.166666666666664,0
19641010,49.875,0
19641011,45.458333333333336,0
19641012,50,0
19641013,59.041666666666664,0
19641014,60.666666666666664,0
19641015,58.791666666666664,0
19641016,60.333333333333336,0.48
19641017,61.333333333333336,0.23
19641018,65.125,0
19641019,53.25,0.02
19641020,48.75,0
19641021,50.208333333333336,0
19641022,53.5,0
19641023,47.208333333333336,0
19641024,45.666666666666664,0
19641025,51.88,0
19641026,60.208333333333336,0
19641027,60.416666666666664,0
19641028,58.75,0
19641029,60.375,0
19641030,56.583333333333336,0
19641031,51.541666666666664,0
19641101,51.791666666666664,0
19641102,54.291666666666664,0
19641103,51.416666666666664,0
19641104,54.041666666666664,0
19641105,57.25,0
19641106,51.916666666666664,0
19641107,52.75,0
19641108,51.833333333333336,0
19641109,52.875,0
19641110,55.916666666666664,0
19641111,59.25,0
19641112,61.208333333333336,0
19641113,65,0
19641114,57.125,0
19641115,54.583333333333336,0
19641116,62.75,0.01
19641117,57.5,0
19641118,54.333333333333336,0
19641119,49.625,0.20000000000000004
19641120,49.333333333333336,0.15000000000000002
19641121,38.583333333333336,0
19641122,30.625,0
19641123,36.958333333333336,0
19641124,45.333333333333336,0
19641125,54.291666666666664,1
19641126,54.75,0.01
19641127,52.291666666666664,0
19641128,51.083333333333336,0
19641129,49.75,0
19641130,34.666666666666664,0.05
19641201,26.291666666666668,0
19641202,33.583333333333336,0
19641203,43.5,0.21000000000000002
19641204,53.583333333333336,0.05
19641205,48.458333333333336,0.34
19641206,37.333333333333336,0.06
19641207,30.625,0
19641208,35.708333333333336,0
19641209,38.5,0
19641210,35,0
19641211,45.625,0
19641212,52.291666666666664,0.8999999999999999
19641213,49.5,0
19641214,41.916666666666664,0
19641215,32.125,0
19641216,31.708333333333332,0
19641217,46.291666666666664,0
19641218,31.583333333333332,0
19641219,26.458333333333332,0
19641220,34.375,0.23
19641221,33.833333333333336,0
19641222,36.5,0
19641223,36.583333333333336,0
19641224,46.791666666666664,0
19641225,61.666666666666664,0
19641226,62.458333333333336,0.09
19641227,53.166666666666664,0.99
19641228,41.5,0
19641229,38.791666666666664,0
19641230,48.875,0
19641231,45.541666666666664,0
19650101,36.708333333333336,0
19650102,39.583333333333336,0.07
19650103,38,0
19650104,37.083333333333336,0
19650105,40.041666666666664,0
19650106,42.833333333333336,0
19650107,39.75,0.02
19650108,50.375,0.42000000000000004
19650109,52.791666666666664,0.33000000000000007
19650110,33.291666666666664,0.8100000000000003
19650111,33.583333333333336,0
19650112,35.291666666666664,0
19650113,36.75,0
19650114,28.208333333333332,0
19650115,19.791666666666668,0
19650116,20.791666666666668,0.21000000000000005
19650117,14.333333333333334,0.03
19650118,24.75,0
19650119,23.958333333333332,0
19650120,35.166666666666664,0
19650121,36.166666666666664,0
19650122,44.666666666666664,0
19650123,42.458333333333336,0.38
19650124,33.916666666666664,0.34
19650125,38.5,0
19650126,42.583333333333336,0
19650127,38.333333333333336,0
19650128,34.708333333333336,0
19650129,28.625,0
19650130,17.291666666666668,0.11999999999999997
19650131,19.208333333333332,0
19650201,26,0
19650202,27.458333333333332,0
19650203,22.5,0
19650204,23.458333333333332,0
19650205,26.333333333333332,0
19650206,46.541666666666664,0
19650207,50.916666666666664,1.1900000000000004
19650208,57.791666666666664,0.01
19650209,46.916666666666664,0.09
19650210,41.75,0.04
19650211,48.625,0
19650212,54.208333333333336,0
19650213,40.916666666666664,0
19650214,30.583333333333332,0.15000000000000002
19650215,31.958333333333332,0
19650216,37.208333333333336,0
19650217,43.416666666666664,0
19650218,44.583333333333336,0
19650219,32.291666666666664,0.01
19650220,24.375,0
19650221,44.625,0
19650222,28.958333333333332,0
19650223,28.625,0
19650224,34.583333333333336,0
19650225,44.666666666666664,0.39999999999999997
19650226,27.625,0
19650227,32.416666666666664,0
19650228,48.458333333333336,0
19650301,44.666666666666664,0
19650302,42.083333333333336,0
19650303,45.125,0.02
19650304,48.416666666666664,0.27
19650305,39.958333333333336,1.6700000000000002
19650306,36,0
19650307,40.666666666666664,0
19650308,43.541666666666664,0
19650309,45.333333333333336,0.04
19650310,39.5,0
19650311,35.708333333333336,0
19650312,36.333333333333336,0
19650313,37.166666666666664,0
19650314,42.291666666666664,0
19650315,42,0
19650316,46.333333333333336,0
19650317,37.166666666666664,0.7899999999999999
19650318,39.125,0.06999999999999999
19650319,42.375,0.02
19650320,30.5,0.39999999999999997
19650321,31.375,0
19650322,41.583333333333336,0
19650323,51.75,0
19650324,46.666666666666664,0
19650325,39,0.22000000000000003
19650326,43.541666666666664,0.53
19650327,42.916666666666664,0
19650328,46.416666666666664,0
19650329,56.375,0.34
19650330,44.333333333333336,0
19650331,37.625,0
19650401,40.75,0
19650402,42.041666666666664,0.17
19650403,42.208333333333336,0
19650404,45.041666666666664,0
19650405,51.916666666666664,0
19650406,47.666666666666664,0.48
19650407,45.083333333333336,0.04
19650408,58.375,0
19650409,53.5,0.2
19650410,50.833333333333336,0
19650411,52.916666666666664,0
19650412,66.70833333333333,0
19650413,52.458333333333336,0
19650414,49.375,0
19650415,50,0.27
19650416,54.875,0.02
19650417,55.916666666666664,0
19650418,57.083333333333336,0
19650419,45.625,0.16
19650420,49.416666666666664,0
19650421,58.791666666666664,0
19650422,66.25,0
19650423,61.833333333333336,0
19650424,48.666666666666664,0.12000000000000001
19650425,44,0.02
19650426,56.541666666666664,0.03
19650427,57.208333333333336,0.02
19650428,53.333333333333336,0.12
19650429,58.291666666666664,0
19650430,65.875,0
19650501,65.70833333333333,0.02
19650502,66.58333333333333,0
19650503,75.29166666666667,0
19650504,77.95833333333333,0
19650505,67.04166666666667,0
19650506,64.33333333333333,0
19650507,58.208333333333336,0.19
19650508,56.5,0
19650509,65.75,0
19650510,77.125,0
19650511,78.20833333333333,0
19650512,67.75,0.01
19650513,68.5,0
19650514,63.166666666666664,0
19650515,65.41666666666667,0
19650516,74.04166666666667,0.27
19650517,75.25,0
19650518,68.29166666666667,0
19650519,72.70833333333333,0
19650520,71.25,0
19650521,68.75,0
19650522,69.54166666666667,0
19650523,76.95833333333333,0
19650524,66.375,0
19650525,68.45833333333333,0
19650526,77.41666666666667,0
19650527,79.66666666666667,0
19650528,75.5,0.30000000000000004
19650529,65.125,0.9299999999999999
19650530,60.958333333333336,0
19650531,67,0
19650601,73.66666666666667,0
19650602,74.20833333333333,0.75
19650603,64.70833333333333,0.06999999999999999
19650604,63.041666666666664,0
19650605,65.83333333333333,0
19650606,70.95833333333333,0
19650607,77.29166666666667,0
19650608,78.83333333333333,0
19650609,75.41666666666667,0.01
19650610,78.41666666666667,0.22
19650611,77.25,0
19650612,77.29166666666667,0
19650613,73.54166666666667,0
19650614,67.95833333333333,0
19650615,60.583333333333336,0.20000000000000004
19650616,56.166666666666664,0
19650617,58.583333333333336,0.05
19650618,61.208333333333336,0
19650619,66.95833333333333,0.06
19650620,74.58333333333333,0
19650621,78.41666666666667,0
19650622,80.58333333333333,0.13
19650623,83.41666666666667,0
19650624,75.25,0.39
19650625,71.25,0
19650626,70.375,0
19650627,71.45833333333333,0
19650628,77.58333333333333,0
19650629,81.70833333333333,0
19650630,77.16666666666667,0
19650701,74.16666666666667,0
19650702,72.20833333333333,0
19650703,71.70833333333333,0.32
19650704,77.75,0
19650705,75.25,0.10999999999999999
19650706,76.08333333333333,0
19650707,74.70833333333333,0.02
19650708,78.58333333333333,0.02
19650709,82.16666666666667,0
19650710,82.20833333333333,0.29
19650711,72,0.7
19650712,70.125,0.01
19650713,75.79166666666667,0
19650714,79.66666666666667,0
19650715,78.95833333333333,0
19650716,78.33333333333333,0
19650717,79.79166666666667,0
19650718,79.54166666666667,1.4500000000000002
19650719,74.91666666666667,0
19650720,70.45833333333333,0
19650721,71.08333333333333,0
19650722,72.625,0
19650723,76.20833333333333,0
19650724,83.5,0
19650725,86.125,0
19650726,81.29166666666667,0
19650727,79,0
19650728,77.08333333333333,0.06
19650729,72.875,0
19650730,74.25,0
19650731,73.70833333333333,0
19650801,70.375,1.3200000000000003
19650802,75.29166666666667,0.02
19650803,73.66666666666667,0
19650804,73.95833333333333,0.1
19650805,74.625,0.05
19650806,79.16666666666667,0
19650807,82.08333333333333,0
19650808,80.375,0.2
19650809,79.66666666666667,0
19650810,79,0
19650811,74.125,0
19650812,76.33333333333333,0
19650813,80.58333333333333,0
19650814,81.54166666666667,0
19650815,82.125,0
19650816,82.16666666666667,0
19650817,81.54166666666667,0
19650818,79.58333333333333,0.5700000000000001
19650819,80.29166666666667,0
19650820,75.70833333333333,0
19650821,72.79166666666667,0.43
19650822,71.875,0.26
19650823,74,0
19650824,73.375,0
19650825,72.70833333333333,0.13999999999999999
19650826,74.91666666666667,1.06
19650827,78.95833333333333,0
19650828,78.33333333333333,0.29000000000000004
19650829,62.708333333333336,0
19650830,65.33333333333333,0
19650831,68.16666666666667,0
19650901,72.375,0.03
19650902,69.54166666666667,0
19650903,68.58333333333333,0
19650904,68.16666666666667,0
19650905,67.45833333333333,0
19650906,68.16666666666667,0
19650907,71.5,0
19650908,75.16666666666667,0
19650909,77.95833333333333,0
19650910,78.95833333333333,0
19650911,76.83333333333333,0.060000000000000005
19650912,66.54166666666667,0.64
19650913,65.625,0.94
19650914,71.33333333333333,0.02
19650915,75.25,0.01
19650916,78.375,0.02
19650917,72.75,0.02
19650918,77,0
19650919,81.66666666666667,0
19650920,79.83333333333333,0
19650921,80.54166666666667,0
19650922,80.04166666666667,0
19650923,77.79166666666667,0
19650924,72.70833333333333,0.38
19650925,63.125,0
19650926,61.875,0
19650927,60,0
19650928,57.875,0
19650929,63.458333333333336,0
19650930,66.5,0
19651001,69.45833333333333,0.38
19651002,61.958333333333336,0
19651003,61.416666666666664,0
19651004,52.25,0
19651005,47.708333333333336,0
19651006,51.916666666666664,0
19651007,58.833333333333336,1.6000000000000003
19651008,60.166666666666664,0.12
19651009,58.375,0
19651010,57.041666666666664,0
19651011,57.875,0
19651012,59.541666666666664,0.09999999999999999
19651013,56.916666666666664,0
19651014,60.958333333333336,0
19651015,67.79166666666667,0
19651016,67.58333333333333,0
19651017,54.916666666666664,0
19651018,53.458333333333336,0
19651019,58.541666666666664,0
19651020,62.75,0
19651021,65,0
19651022,64.625,0.12000000000000001
19651023,62.083333333333336,0
19651024,51.583333333333336,0
19651025,48.166666666666664,0
19651026,52.75,0
19651027,55.083333333333336,0
19651028,49.791666666666664,0
19651029,39.291666666666664,0
19651030,46.416666666666664,0
19651031,57.36,0
19651101,52.791666666666664,0
19651102,46.791666666666664,0
19651103,56.416666666666664,0
19651104,60.75,0
19651105,48.666666666666664,0
19651106,52.25,0
19651107,60.291666666666664,0
19651108,61.333333333333336,0.06
19651109,52.75,0
19651110,44.375,0.01
19651111,48.291666666666664,0
19651112,51.166666666666664,0
19651113,54.083333333333336,0.02
19651114,49.791666666666664,0
19651115,44.833333333333336,0
19651116,56.916666666666664,0.02
19651117,48.083333333333336,0
19651118,41.416666666666664,0
19651119,44.333333333333336,0
19651120,45.291666666666664,0
19651121,47.75,0.02
19651122,47.166666666666664,0.18000000000000002
19651123,49.541666666666664,0
19651124,44.041666666666664,0
19651125,45,0
19651126,50.125,0
19651127,58.666666666666664,0.060000000000000005
19651128,48.5,0
19651129,37.208333333333336,0
19651130,34.5,0
19651201,35.208333333333336,0
19651202,42.833333333333336,0
19651203,49.25,0
19651204,44.625,0
19651205,39.833333333333336,0
19651206,41.083333333333336,0.06
19651207,37,0
19651208,38.875,0
19651209,43.666666666666664,0
19651210,47.166666666666664,0
19651211,49.375,0.05
19651212,48.333333333333336,0
19651213,49.625,0.32
19651214,45.875,0
19651215,45.541666666666664,0
19651216,47,0
19651217,44.041666666666664,0
19651218,37.416666666666664,0
19651219,35.958333333333336,0
19651220,31.041666666666668,0
19651221,31.541666666666668,0.01
19651222,35,0
19651223,42.333333333333336,0
19651224,51.083333333333336,0
19651225,55.75,0.03
19651226,36.916666666666664,0
19651227,29.166666666666668,0
19651228,36.25,0
19651229,36.583333333333336,0
19651230,43.125,0
19651231,55.833333333333336,0
19660101,56.875,0.1
19660102,45.125,0.33
19660103,44.625,0
19660104,40.666666666666664,0
19660105,38.125,0.21
19660106,43.666666666666664,0.7700000000000001
19660107,43.791666666666664,0
19660108,29.833333333333332,0
19660109,26.5,0
19660110,38.89473684210526,0
19660111,32.61538461538461,0
19660112,24.857142857142858,0
19660113,30.076923076923077,0.02
19660114,37.92307692307692,0
19660117,30.153846153846153,0
19660118,29.571428571428573,0
19660119,30.307692307692307,0
19660120,37.92307692307692,0
19660121,39.07692307692308,0
19660124,27.846153846153847,0
19660125,27,0
19660126,22.076923076923077,0.32
19660127,25.384615384615383,0
19660128,16.846153846153847,0
19660131,25.75,0
19660201,28.923076923076923,0
19660202,28.692307692307693,0.02
19660203,30.76923076923077,0
19660204,30.53846153846154,0
19660205,27.555555555555557,0
19660207,32,0
19660208,38.07692307692308,0
19660209,37.23076923076923,0
19660210,46.38461538461539,0
19660211,55.92307692307692,0
19660214,50.76923076923077,0
19660215,47.333333333333336,0
19660216,38.53846153846154,0.23
19660217,37.92307692307692,0
19660218,40.61538461538461,0
19660221,29.923076923076923,0
19660222,32.84615384615385,0
19660223,36.38461538461539,0
19660224,32.53846153846154,0.55
19660225,39.92307692307692,0
19660228,39.53846153846154,0.8300000000000001
19660301,51.84615384615385,0
19660302,53.38461538461539,0
19660303,57.15384615384615,0
19660304,61.15384615384615,0.07999999999999999
19660307,35.84615384615385,0
19660308,32.5,0
19660309,38.2,0
19660310,46.53846153846154,0
19660311,53.76923076923077,0
19660314,41.76923076923077,0.16
19660315,50.38461538461539,0
19660316,42.4,0
19660317,46.30769230769231,0
19660318,56.76923076923077,0
19660321,51.46153846153846,0
19660322,65.3076923076923,0
19660323,64.21428571428571,0
19660324,48.76923076923077,0.8600000000000001
19660325,40.76923076923077,0
19660328,35.888888888888886,0
19660329,44.15384615384615,0
19660330,50.785714285714285,0.02
19660331,44.15384615384615,0.01
19660401,54.07692307692308,0
19660404,47.38461538461539,0
19660405,47,0
19660406,50.13333333333333,0
19660407,54.15384615384615,0
19660408,49.30769230769231,0
19660411,50.92307692307692,0
19660412,45,0.45000000000000007
19660413,40.69230769230769,0.38
19660414,48.84615384615385,0
19660415,53.38461538461539,0
19660418,58,0
19660419,57.25,0
19660420,61.5625,0
19660421,70.38461538461539,0
19660422,58.92307692307692,0.4800000000000001
19660425,65.92307692307692,0.27999999999999997
19660426,62.6875,0
19660427,47.07692307692308,0.19999999999999998
19660428,43,0.01
19660429,46.61538461538461,0.03
19660502,50.53846153846154,0.13
19660503,57.69230769230769,0
19660504,53.53846153846154,0
19660505,60.76923076923077,0
19660506,76.53846153846153,0
19660509,51.38461538461539,0
19660510,47.15384615384615,0
19660511,55.30769230769231,0
19660512,63,0
19660513,70.61538461538461,0
19660516,66.53846153846153,0
19660517,67.53333333333333,0
19660518,72,0
19660519,75.61538461538461,0.48
19660520,75.38461538461539,0
19660523,70.76923076923077,0
19660524,69.6923076923077,0
19660525,70.07692307692308,0.01
19660526,74.84615384615384,0.01
19660527,71.61538461538461,0.09
19660531,59.84615384615385,0.11
19660601,58.46153846153846,0
19660602,61.15384615384615,0
19660603,70.3076923076923,0
19660604,66,0
19660606,78.38461538461539,0
19660607,75.92307692307692,0
19660608,78.76923076923077,0
19660609,80.84615384615384,0
19660610,77.76923076923077,0.12
19660613,73.23076923076923,0
19660614,75.76923076923077,0.52
19660615,78.76923076923077,0
19660616,78.76923076923077,0
19660617,70.76923076923077,0.01
19660620,75.6923076923077,0
19660621,82,0
19660622,80.07692307692308,0
19660623,81.3076923076923,0
19660624,85.61538461538461,0
19660627,85.15384615384616,0
19660628,86,0
19660629,81.6923076923077,0
19660630,85.84615384615384,0
19660701,84.3076923076923,0
19660705,81.53846153846153,0
19660706,81.53846153846153,0
19660707,85.3076923076923,0
19660708,84.3076923076923,0
19660711,87,0.03
19660712,87.07692307692308,0
19660713,89,0
19660714,88.46153846153847,0
19660715,71.6923076923077,0
19660718,81.15384615384616,0
19660719,82.6923076923077,0
19660720,76.38461538461539,0
19660721,73.53846153846153,0
19660722,78.6923076923077,0
19660725,80.3076923076923,0
19660726,85.38461538461539,0
19660727,86.3076923076923,0
19660728,81.76923076923077,0.04
19660729,82.23076923076923,0.01
19660801,80.23076923076923,0
19660802,78.6923076923077,0
19660803,76.07692307692308,0
19660804,73.6,0.04
19660805,69.76923076923077,0.03
19660808,80.6923076923077,0
19660809,80.07692307692308,0
19660810,80.6923076923077,0
19660811,80.23076923076923,1.21
19660812,78.92307692307692,0
19660815,77.3076923076923,0.08
19660816,82.6923076923077,0
19660817,80.76923076923077,0
19660818,83.92307692307692,0
19660819,84.92307692307692,0
19660822,84.6923076923077,0.1
19660823,81.92307692307692,0
19660824,73.92307692307692,0
19660825,74.3076923076923,0
19660826,77.3076923076923,0
19660829,82.84615384615384,0
19660830,81.92307692307692,0
19660831,82,0
19660901,81,0
19660902,81.76923076923077,0
19660906,77.3076923076923,0
19660907,70.46153846153847,0
19660908,70.13333333333334,0
19660909,70.76923076923077,0
19660912,72.53846153846153,0.02
19660913,68.38461538461539,0.01
19660914,69,3.4299999999999997
19660915,67.86666666666666,0.02
19660916,59.92307692307692,0
19660919,67.46153846153847,0.01
19660920,62.46153846153846,0.39000000000000007
19660921,64.84615384615384,0.53
19660922,67.5,0.01
19660923,68.15384615384616,0
19660926,58,0
19660927,54.30769230769231,0.16
19660928,56.84615384615385,0.12
19660929,59.8,0.33
19660930,69.76923076923077,0
19661003,57.92307692307692,0
19661004,65.61538461538461,0
19661005,63.23076923076923,0.18
19661006,55.15384615384615,0
19661007,58.07692307692308,0
19661010,69.84615384615384,0
19661011,63.23076923076923,0
19661012,64.07692307692308,0
19661013,60.38461538461539,0
19661014,64,0
19661017,51.69230769230769,0
19661018,49.46153846153846,0.01
19661019,49.53846153846154,1.2900000000000003
19661020,52.76923076923077,0
19661021,53.69230769230769,0
19661023,60.888888888888886,0
19661024,59.84615384615385,0
19661025,54.23076923076923,0.02
19661026,59.07692307692308,0
19661027,54.76923076923077,0
19661028,57.23076923076923,0
19661031,50.76923076923077,0
19661101,61.23076923076923,0
19661102,64.46153846153847,0.01
19661103,47.61538461538461,0
19661104,42.69230769230769,0
19661107,47.92307692307692,0
19661108,56.61538461538461,0
19661109,65.23076923076923,0
19661110,67.76923076923077,0.18000000000000005
19661114,45.84615384615385,0
19661115,45.84615384615385,0
19661116,47.92307692307692,0
19661117,57,0
19661118,59.23076923076923,0.02
19661121,41.07692307692308,0
19661122,43.23076923076923,0
19661123,46.84615384615385,0
19661128,53.07692307692308,0.8800000000000001
19661129,40.23076923076923,0
19661130,38.69230769230769,0
19661201,42.53846153846154,0
19661202,37.76923076923077,0
19661205,33.61538461538461,0
19661206,42.84615384615385,0
19661207,48.46153846153846,0
19661208,63.84615384615385,0
19661209,63.53846153846154,0
19661212,38.07692307692308,0
19661213,33,0.8500000000000001
19661214,37.38461538461539,0.02
19661215,34.76923076923077,0
19661216,37.30769230769231,0
19661219,35.46153846153846,0
19661220,34.23076923076923,0.30000000000000004
19661221,36.46153846153846,0
19661222,40.38461538461539,0
19661223,34.46153846153846,0
19661227,29.615384615384617,0
19661228,28.846153846153847,0.23000000000000004
19661229,36.07692307692308,0.03
19661230,33.30769230769231,0
19670103,41.61538461538461,0
19670104,40.23076923076923,0
19670105,34.38461538461539,0
19670106,35.23076923076923,0
19670109,38.61538461538461,0
19670110,41.07142857142857,0
19670111,33.61538461538461,0
19670112,34.69230769230769,0
19670113,45.07692307692308,0
19670116,32.61538461538461,0
19670117,41.46153846153846,0
19670118,28,0
19670119,21.846153846153847,0.08
19670120,31.153846153846153,0
19670123,59,0
19670124,63.07692307692308,0
19670125,62.30769230769231,0
19670126,60.92307692307692,0
19670127,57.69230769230769,0.9700000000000001
19670130,33.46153846153846,0
19670131,37.69230769230769,0
19670201,48.38461538461539,0
19670202,54.61538461538461,0.01
19670203,34.61538461538461,0
19670206,35.15384615384615,0.01
19670207,19.6,0.8300000000000001
19670208,24.307692307692307,0
19670209,27.692307692307693,0
19670210,35.285714285714285,0
19670213,26.615384615384617,0
19670214,47.53846153846154,0
19670215,55.15384615384615,0
19670216,47.92307692307692,0
19670217,26.692307692307693,0.26
19670220,36.30769230769231,0.02
19670221,34.69230769230769,0.060000000000000005
19670223,35.61538461538461,0
19670224,25.692307692307693,0
19670227,34.61538461538461,0
19670228,41.23076923076923,0
19670301,27.692307692307693,0
19670302,42.38461538461539,0
19670303,61.15384615384615,0
19670306,44.07692307692308,0.3
19670307,39.53846153846154,0.05
19670308,41.15384615384615,0
19670309,49.76923076923077,0
19670310,58.53846153846154,0
19670313,44,0
19670314,63.69230769230769,0.01
19670315,46.23076923076923,0.38
19670316,36.92307692307692,0
19670317,31.846153846153847,0
19670320,37.76923076923077,0
19670321,34.92307692307692,0.32999999999999996
19670322,40.07692307692308,0
19670323,39.84615384615385,0.060000000000000005
19670324,43,0
19670327,49.15384615384615,0
19670328,51.07692307692308,0
19670329,53.92307692307692,0
19670330,55.61538461538461,0
19670331,56.53846153846154,0
19670403,72.23076923076923,0
19670404,47,0
19670405,50.46153846153846,0.02
19670406,67.07692307692308,0
19670407,57.30769230769231,0.02
19670410,68.07692307692308,0
19670411,47.30769230769231,0
19670412,45.53846153846154,0
19670413,50.76923076923077,0
19670414,68.61538461538461,0
19670417,51.07692307692308,0.14
19670418,61.69230769230769,0
19670419,50.53846153846154,0
19670420,57.23076923076923,0
19670421,65.3076923076923,0
19670424,53.15384615384615,0
19670425,48.92307692307692,0
19670426,50.92307692307692,0.16
19670427,45.07692307692308,0.01
19670428,54.46153846153846,0
19670501,71.3076923076923,0
19670502,74.76923076923077,0
19670503,57.30769230769231,0
19670504,59,0
19670505,63.07692307692308,0
19670508,56.84615384615385,0.2
19670509,55.38461538461539,0
19670510,56.69230769230769,0
19670511,60.30769230769231,0.13
19670512,60.23076923076923,0
19670515,64.6923076923077,0
19670516,59.15384615384615,0
19670517,55.69230769230769,0.09
19670518,64,0
19670519,69.84615384615384,0.03
19670522,51.53846153846154,0.060000000000000005
19670523,58.38461538461539,0
19670524,56,0
19670525,61.38461538461539,0
19670526,63.76923076923077,0
19670529,63.69230769230769,0.17
19670531,59,0.07
19670601,64.46153846153847,0
19670602,71,0
19670605,74.46153846153847,0
19670606,73.61538461538461,0
19670607,73.84615384615384,0
19670608,75.15384615384616,0
19670609,76.92307692307692,0
19670612,80.15384615384616,0
19670613,85,0
19670614,69,0
19670615,73.23076923076923,0
19670616,82.23076923076923,0
19670619,73,0.01
19670620,74.07692307692308,0
19670621,81.15384615384616,0
19670622,80.46153846153847,0.67
19670623,79.61538461538461,0.02
19670626,71.92307692307692,0
19670627,75.38461538461539,0
19670628,73.92307692307692,0
19670629,71,0
19670630,72.84615384615384,0.38
19670703,79.07692307692308,0
19670705,70.15384615384616,0
19670706,72.6923076923077,0
19670707,75.38461538461539,0
19670710,82.84615384615384,0
19670711,79.92307692307692,0.94
19670712,84,0.01
19670713,79.84615384615384,0
19670714,74.15384615384616,0
19670717,75.6923076923077,0
19670718,75.76923076923077,0.1
19670719,77.92307692307692,0
19670720,79.07692307692308,0
19670721,76,0
19670724,83.46153846153847,0
19670725,82.23076923076923,0
19670726,83.3076923076923,0
19670727,83.46153846153847,0
19670728,81.84615384615384,0.05
19670731,79.6923076923077,0
19670801,81.23076923076923,0
19670802,82.3076923076923,0
19670803,83.15384615384616,0
19670804,80.61538461538461,0
19670807,78.76923076923077,0
19670808,79.07692307692308,0
19670809,81.23076923076923,0
19670810,78.61538461538461,0.12
19670811,71.53846153846153,0
19670814,73.92307692307692,0
19670815,77.76923076923077,0
19670816,79.07692307692308,0
19670817,79.07692307692308,0
19670818,81.53846153846153,0
19670821,72.53846153846153,0
19670822,75.07692307692308,0
19670823,66.46153846153847,1.25
19670824,67.92307692307692,0.8600000000000002
19670825,74.76923076923077,0
19670828,75.07692307692308,0
19670829,75.53846153846153,0
19670830,76.3076923076923,0
19670831,75.84615384615384,0
19670901,64,0
19670905,75.3076923076923,0
19670906,72.84615384615384,0
19670907,76.53846153846153,0
19670908,74.92307692307692,0
19670911,58.53846153846154,0
19670912,61.69230769230769,0
19670913,65.38461538461539,0
19670914,69.53846153846153,0
19670915,72.38461538461539,0
19670918,76.23076923076923,0
19670919,77,0
19670920,77.46153846153847,0
19670921,75.6923076923077,0.12
19670922,67.46153846153847,0
19670925,58.15384615384615,0
19670926,64.53846153846153,0
19670927,69.61538461538461,0
19670928,73.53846153846153,0
19670929,73.61538461538461,0
19671002,64.23076923076923,0
19671003,70.15384615384616,0
19671004,74.6923076923077,0
19671005,77,0
19671006,65.38461538461539,0.03
19671009,68,0
19671010,57.84615384615385,0.5700000000000001
19671011,56.23076923076923,0
19671012,53.69230769230769,0
19671013,55,0
19671016,65.3076923076923,0
19671017,65.15384615384616,0
19671018,67.92307692307692,0.24000000000000002
19671019,52.46153846153846,0
